enst	csq	n_pos	n_obs	mu
ENST00000380155	missense	2340	126.0	4.300334188034188e-09
ENST00000380155	nonsense	156	1.0	4.212955128205128e-09
ENST00000380155	synonymous	663	59.0	7.033734539969835e-09
ENST00000380171	missense	1483	186.0	3.975586648685098e-09
ENST00000380171	nonsense	73	6.0	4.366232876712329e-09
ENST00000380171	synonymous	496	72.0	4.698907258064516e-09
ENST00000380183	missense	4402	528.0	4.963702407996365e-09
ENST00000380183	nonsense	209	31.0	5.103464114832536e-09
ENST00000380183	synonymous	1464	227.0	6.5058476775956286e-09
ENST00000380184	missense	3162	336.0	4.021927261227071e-09
ENST00000380184	nonsense	162	23.0	6.073395061728395e-09
ENST00000380184	synonymous	942	129.0	4.682876857749469e-09
ENST00000380191	missense	2943	222.0	4.346612300373768e-09
ENST00000380191	nonsense	195	6.0	3.997594871794872e-09
ENST00000380191	synonymous	858	120.0	5.498178321678322e-09
ENST00000380200	missense	521	26.0	2.8725547024952017e-09
ENST00000380200	nonsense	38	2.0	2.2858947368421055e-09
ENST00000380200	synonymous	143	10.0	4.432832167832167e-09
ENST00000380205	missense	1248	141.0	3.2959102564102565e-09
ENST00000380205	nonsense	81	8.0	4.270172839506173e-09
ENST00000380205	synonymous	363	56.0	5.007658402203857e-09
ENST00000380206	missense	1242	146.0	3.1057310789049924e-09
ENST00000380206	nonsense	79	5.0	2.927367088607595e-09
ENST00000380206	synonymous	362	53.0	4.330433701657459e-09
ENST00000380210	missense	1250	146.0	3.1224871999999996e-09
ENST00000380210	nonsense	80	8.0	3.0787e-09
ENST00000380210	synonymous	362	59.0	4.3416022099447515e-09
ENST00000380211	missense	2079	287.0	4.318496873496873e-09
ENST00000380211	nonsense	81	6.0	4.616567901234568e-09
ENST00000380211	synonymous	657	122.0	4.600983257229833e-09
ENST00000380216	missense	1252	216.0	3.3276741214057505e-09
ENST00000380216	nonsense	74	10.0	3.0618378378378377e-09
ENST00000380216	synonymous	366	93.0	4.930079234972677e-09
ENST00000380219	missense	2062	298.0	4.079719689621726e-09
ENST00000380219	nonsense	89	10.0	3.521730337078652e-09
ENST00000380219	synonymous	648	86.0	4.31166512345679e-09
ENST00000380222	missense	1274	217.0	3.0970219780219777e-09
ENST00000380222	nonsense	76	4.0	2.9995657894736843e-09
ENST00000380222	synonymous	342	83.0	4.370859649122807e-09
ENST00000380224	missense	2047	238.0	4.275934049829018e-09
ENST00000380224	nonsense	87	4.0	3.946356321839081e-09
ENST00000380224	synonymous	647	90.0	5.1457588871715606e-09
ENST00000380225	missense	1247	173.0	3.3072662389735368e-09
ENST00000380225	nonsense	76	10.0	3.2007236842105263e-09
ENST00000380225	synonymous	369	70.0	4.885590785907859e-09
ENST00000380229	missense	1284	172.0	3.639757009345794e-09
ENST00000380229	nonsense	72	7.0	3.0599305555555555e-09
ENST00000380229	synonymous	390	56.0	4.6465461538461535e-09
ENST00000380232	missense	1251	151.0	3.295465227817746e-09
ENST00000380232	nonsense	82	5.0	4.437219512195122e-09
ENST00000380232	synonymous	341	43.0	5.3136979472140765e-09
ENST00000380243	missense	2693	329.0	5.336459710360193e-09
ENST00000380243	nonsense	115	5.0	3.927860869565218e-09
ENST00000380243	synonymous	954	176.0	8.198858490566037e-09
ENST00000380254	missense	1930	215.0	4.436818134715026e-09
ENST00000380254	nonsense	131	10.0	5.577595419847328e-09
ENST00000380254	synonymous	558	86.0	4.954795698924731e-09
ENST00000380259	missense	19	0.0	3.032947368421053e-09
ENST00000380259	nonsense	2	0.0	9.835e-10
ENST00000380259	synonymous	6	0.0	3.198333333333333e-09
ENST00000380266	missense	5015	528.0	4.155344167497507e-09
ENST00000380266	nonsense	317	22.0	5.155511041009464e-09
ENST00000380266	synonymous	1535	203.0	5.0570618892508145e-09
ENST00000380283	missense	1520	187.0	4.582663157894737e-09
ENST00000380283	nonsense	80	4.0	3.5074250000000002e-09
ENST00000380283	synonymous	470	94.0	7.644621276595743e-09
ENST00000380289	missense	2544	161.0	4.7677130503144655e-09
ENST00000380289	nonsense	98	2.0	5.513775510204082e-09
ENST00000380289	synonymous	805	87.0	6.9430484472049685e-09
ENST00000380293	missense	1060	133.0	5.133588679245283e-09
ENST00000380293	nonsense	48	0.0	4.286020833333333e-09
ENST00000380293	synonymous	359	58.0	8.45225626740947e-09
ENST00000380320	missense	6421	795.0	6.308963557078337e-09
ENST00000380320	nonsense	299	18.0	6.2186254180602014e-09
ENST00000380320	synonymous	2415	357.0	6.820796687370601e-09
ENST00000380324	missense	3447	271.0	4.5028926602843055e-09
ENST00000380324	nonsense	243	4.0	3.331835390946502e-09
ENST00000380324	synonymous	981	150.0	6.947269113149846e-09
ENST00000380325	missense	1311	167.0	4.492885583524028e-09
ENST00000380325	nonsense	69	9.0	4.855942028985507e-09
ENST00000380325	synonymous	456	67.0	5.885980263157895e-09
ENST00000380332	missense	962	129.0	4.632298336798337e-09
ENST00000380332	nonsense	40	3.0	3.8084e-09
ENST00000380332	synonymous	303	58.0	7.887825082508252e-09
ENST00000380338	missense	3878	306.0	3.7151694172253736e-09
ENST00000380338	nonsense	207	1.0	2.8479806763285022e-09
ENST00000380338	synonymous	1018	160.0	5.596495088408644e-09
ENST00000380342	missense	1476	82.0	3.75490108401084e-09
ENST00000380342	nonsense	71	3.0	3.0469718309859157e-09
ENST00000380342	synonymous	442	37.0	4.4628755656108594e-09
ENST00000380345	missense	1492	126.0	4.0086950402144774e-09
ENST00000380345	nonsense	73	4.0	3.904287671232877e-09
ENST00000380345	synonymous	478	85.0	5.401244769874477e-09
ENST00000380367	missense	2069	216.0	3.967264862252295e-09
ENST00000380367	nonsense	92	8.0	2.8406956521739127e-09
ENST00000380367	synonymous	638	97.0	4.194009404388715e-09
ENST00000380370	missense	2029	258.0	4.85870724494825e-09
ENST00000380370	nonsense	92	10.0	6.071695652173914e-09
ENST00000380370	synonymous	669	82.0	5.305103139013453e-09
ENST00000380371	missense	2042	169.0	3.6484725759059744e-09
ENST00000380371	nonsense	110	7.0	2.2848363636363638e-09
ENST00000380371	synonymous	656	77.0	4.705542682926829e-09
ENST00000380377	missense	713	61.0	4.651235624123423e-09
ENST00000380377	nonsense	61	1.0	2.4928196721311478e-09
ENST00000380377	synonymous	189	27.0	6.106640211640211e-09
ENST00000380379	missense	1892	218.0	5.204733615221987e-09
ENST00000380379	nonsense	98	10.0	4.840765306122449e-09
ENST00000380379	synonymous	620	107.0	7.450943548387096e-09
ENST00000380390	missense	1737	202.0	3.924316637881405e-09
ENST00000380390	nonsense	103	12.0	3.84868932038835e-09
ENST00000380390	synonymous	500	83.0	6.284682e-09
ENST00000380392	missense	2249	448.0	5.247201867496665e-09
ENST00000380392	nonsense	68	12.0	4.301529411764706e-09
ENST00000380392	synonymous	950	247.0	6.213797894736842e-09
ENST00000380394	missense	1609	171.0	6.949559975139838e-09
ENST00000380394	nonsense	100	0.0	4.45924e-09
ENST00000380394	synonymous	523	91.0	4.684894837476099e-09
ENST00000380412	missense	3568	343.0	4.20934697309417e-09
ENST00000380412	nonsense	183	6.0	4.148032786885246e-09
ENST00000380412	synonymous	1100	221.0	5.732265454545454e-09
ENST00000380419	missense	2931	359.0	6.152582736267486e-09
ENST00000380419	nonsense	149	8.0	4.799744966442953e-09
ENST00000380419	synonymous	925	157.0	9.236814054054053e-09
ENST00000380420	missense	1904	120.0	4.360413340336135e-09
ENST00000380420	nonsense	119	9.0	3.528806722689076e-09
ENST00000380420	synonymous	578	48.0	5.903520761245675e-09
ENST00000380433	missense	1045	135.0	5.78172057416268e-09
ENST00000380433	nonsense	47	3.0	3.0147659574468083e-09
ENST00000380433	synonymous	348	56.0	8.606359195402298e-09
ENST00000380445	missense	5478	567.0	5.7317006206644765e-09
ENST00000380445	nonsense	291	18.0	6.506505154639175e-09
ENST00000380445	synonymous	1773	295.0	7.344441624365483e-09
ENST00000380450	missense	2577	272.0	4.9236670547147844e-09
ENST00000380450	nonsense	114	6.0	6.541140350877193e-09
ENST00000380450	synonymous	918	138.0	5.950307189542484e-09
ENST00000380455	missense	1518	173.0	5.164199604743083e-09
ENST00000380455	nonsense	87	10.0	4.705655172413793e-09
ENST00000380455	synonymous	465	70.0	9.555094623655914e-09
ENST00000380456	missense	4565	599.0	5.4453408543263966e-09
ENST00000380456	nonsense	207	31.0	8.187067632850241e-09
ENST00000380456	synonymous	1609	242.0	6.4202125543816035e-09
ENST00000380473	missense	1906	202.0	3.7418405036726126e-09
ENST00000380473	nonsense	141	10.0	3.960092198581561e-09
ENST00000380473	synonymous	545	79.0	5.099409174311926e-09
ENST00000380482	missense	1989	226.0	4.037028154851685e-09
ENST00000380482	nonsense	115	13.0	4.853669565217391e-09
ENST00000380482	synonymous	614	101.0	6.003947882736156e-09
ENST00000380486	missense	4493	462.0	5.6435657689739595e-09
ENST00000380486	nonsense	233	16.0	4.443793991416309e-09
ENST00000380486	synonymous	1529	248.0	9.170051667756704e-09
ENST00000380488	missense	1939	134.0	4.3938220732336256e-09
ENST00000380488	nonsense	94	1.0	3.161095744680851e-09
ENST00000380488	synonymous	604	66.0	6.290024834437086e-09
ENST00000380490	missense	1058	104.0	5.055794896030245e-09
ENST00000380490	nonsense	48	2.0	3.4930208333333337e-09
ENST00000380490	synonymous	334	54.0	8.034170658682635e-09
ENST00000380492	missense	3470	161.0	3.7228812680115272e-09
ENST00000380492	nonsense	231	1.0	2.7565194805194807e-09
ENST00000380492	synonymous	952	69.0	4.8534254201680675e-09
ENST00000380495	missense	1769	175.0	6.509959299039005e-09
ENST00000380495	nonsense	85	6.0	5.6456000000000004e-09
ENST00000380495	synonymous	603	104.0	9.946968490878939e-09
ENST00000380502	missense	6359	769.0	3.8162519264035226e-09
ENST00000380502	nonsense	439	36.0	3.4872186788154896e-09
ENST00000380502	synonymous	1788	261.0	5.285989932885906e-09
ENST00000380516	missense	6835	600.0	4.930485003657645e-09
ENST00000380516	nonsense	461	16.0	8.507494577006508e-09
ENST00000380516	synonymous	2001	256.0	5.75771664167916e-09
ENST00000380518	missense	9353	823.0	5.8502324387896926e-09
ENST00000380518	nonsense	403	2.0	6.100248138957817e-09
ENST00000380518	synonymous	3618	447.0	6.5207805417357655e-09
ENST00000380525	missense	5503	575.0	5.363056332909322e-09
ENST00000380525	nonsense	334	14.0	3.752404191616766e-09
ENST00000380525	synonymous	1633	279.0	8.497244947948562e-09
ENST00000380527	missense	2099	120.0	3.688096712720343e-09
ENST00000380527	nonsense	102	9.0	3.878970588235294e-09
ENST00000380527	synonymous	607	108.0	5.296962108731466e-09
ENST00000380534	missense	3127	540.0	4.908447393668052e-09
ENST00000380534	nonsense	197	33.0	5.620908629441625e-09
ENST00000380534	synonymous	933	172.0	6.538715969989281e-09
ENST00000380539	missense	2530	249.0	4.869332806324111e-09
ENST00000380539	nonsense	129	7.0	3.008798449612403e-09
ENST00000380539	synonymous	716	115.0	8.43170810055866e-09
ENST00000380542	missense	2507	236.0	4.355825289190267e-09
ENST00000380542	nonsense	166	3.0	4.262204819277109e-09
ENST00000380542	synonymous	693	107.0	7.2785281385281385e-09
ENST00000380548	missense	11447	1580.0	5.024148073731109e-09
ENST00000380548	nonsense	655	53.0	5.005656488549618e-09
ENST00000380548	synonymous	3747	723.0	6.806871630637843e-09
ENST00000380554	missense	2123	306.0	4.3913306641544985e-09
ENST00000380554	nonsense	140	15.0	6.5538e-09
ENST00000380554	synonymous	635	110.0	5.249826771653543e-09
ENST00000380573	missense	3033	362.0	4.283629739531817e-09
ENST00000380573	nonsense	146	14.0	3.5936986301369865e-09
ENST00000380573	synonymous	1006	184.0	5.843982107355865e-09
ENST00000380579	missense	960	42.0	4.232165625e-09
ENST00000380579	nonsense	49	1.0	4.602244897959184e-09
ENST00000380579	synonymous	242	26.0	7.483586776859505e-09
ENST00000380585	missense	963	109.0	5.831701973001038e-09
ENST00000380585	nonsense	46	8.0	8.13591304347826e-09
ENST00000380585	synonymous	350	60.0	8.19624e-09
ENST00000380588	missense	2669	271.0	5.64357249906332e-09
ENST00000380588	nonsense	147	7.0	4.075244897959184e-09
ENST00000380588	synonymous	838	103.0	7.3708520286396185e-09
ENST00000380591	missense	1335	141.0	3.999838202247191e-09
ENST00000380591	nonsense	65	6.0	3.755707692307693e-09
ENST00000380591	synonymous	445	64.0	5.0621438202247194e-09
ENST00000380593	missense	94	13.0	3.705287234042553e-09
ENST00000380593	nonsense	5	0.0	2.8e-09
ENST00000380593	synonymous	30	3.0	4.3393333333333334e-09
ENST00000380599	missense	6408	679.0	6.537430867665418e-09
ENST00000380599	nonsense	286	6.0	6.414916083916084e-09
ENST00000380599	synonymous	2414	362.0	7.564509113504557e-09
ENST00000380600	missense	2334	153.0	3.8245445586975145e-09
ENST00000380600	nonsense	164	9.0	3.7732378048780485e-09
ENST00000380600	synonymous	652	59.0	5.589710122699386e-09
ENST00000380605	missense	4782	554.0	6.147810748640736e-09
ENST00000380605	nonsense	220	22.0	6.1441454545454546e-09
ENST00000380605	synonymous	1595	269.0	8.159174294670846e-09
ENST00000380607	missense	2337	246.0	4.092395806589645e-09
ENST00000380607	nonsense	145	10.0	6.028620689655173e-09
ENST00000380607	synonymous	677	116.0	5.374771048744461e-09
ENST00000380615	missense	3230	256.0	4.290417027863777e-09
ENST00000380615	nonsense	206	7.0	4.670194174757281e-09
ENST00000380615	synonymous	965	104.0	4.72699067357513e-09
ENST00000380622	missense	2379	197.0	3.833582177385457e-09
ENST00000380622	nonsense	178	8.0	3.5607696629213484e-09
ENST00000380622	synonymous	629	58.0	6.251173290937997e-09
ENST00000380625	missense	1115	72.0	3.589363228699551e-09
ENST00000380625	nonsense	80	4.0	2.7595375e-09
ENST00000380625	synonymous	290	34.0	5.079831034482759e-09
ENST00000380629	missense	1467	121.0	3.996802317655078e-09
ENST00000380629	nonsense	75	3.0	4.5479066666666666e-09
ENST00000380629	synonymous	420	66.0	6.4881904761904765e-09
ENST00000380639	missense	2554	243.0	3.792776820673453e-09
ENST00000380639	nonsense	162	6.0	3.6140679012345678e-09
ENST00000380639	synonymous	767	109.0	5.433280312907432e-09
ENST00000380647	missense	9334	1172.0	3.624423719734305e-09
ENST00000380647	nonsense	728	81.0	3.990074175824175e-09
ENST00000380647	synonymous	2583	433.0	4.799760743321718e-09
ENST00000380649	missense	4956	404.0	4.303479217110573e-09
ENST00000380649	nonsense	284	16.0	4.118735915492958e-09
ENST00000380649	synonymous	1618	202.0	5.590056860321384e-09
ENST00000380656	missense	3385	330.0	4.263394091580502e-09
ENST00000380656	nonsense	229	12.0	3.026886462882096e-09
ENST00000380656	synonymous	1012	130.0	6.028957509881423e-09
ENST00000380659	missense	6984	320.0	3.7223287514318438e-09
ENST00000380659	nonsense	421	9.0	3.385225653206651e-09
ENST00000380659	synonymous	2027	189.0	5.3713186975826346e-09
ENST00000380668	missense	2105	77.0	5.499313064133017e-09
ENST00000380668	nonsense	92	0.0	5.439902173913043e-09
ENST00000380668	synonymous	656	73.0	9.393474085365854e-09
ENST00000380672	missense	7354	833.0	4.7998244492793034e-09
ENST00000380672	nonsense	348	10.0	6.0448563218390805e-09
ENST00000380672	synonymous	2180	356.0	6.71171880733945e-09
ENST00000380680	missense	770	65.0	4.3341740259740264e-09
ENST00000380680	nonsense	45	3.0	8.442288888888888e-09
ENST00000380680	synonymous	229	31.0	5.158200873362445e-09
ENST00000380698	missense	2486	270.0	4.3202389380530975e-09
ENST00000380698	nonsense	138	11.0	2.9887101449275363e-09
ENST00000380698	synonymous	751	121.0	7.245560585885485e-09
ENST00000380701	missense	8814	1120.0	4.0201780122532335e-09
ENST00000380701	nonsense	655	71.0	4.948758778625954e-09
ENST00000380701	synonymous	2456	410.0	5.26136319218241e-09
ENST00000380702	missense	5778	586.0	5.687435617860852e-09
ENST00000380702	nonsense	285	13.0	5.7391473684210525e-09
ENST00000380702	synonymous	1902	300.0	8.415586750788643e-09
ENST00000380707	missense	1922	10.0	4.370727367325702e-09
ENST00000380707	nonsense	123	0.0	2.960560975609756e-09
ENST00000380707	synonymous	592	2.0	6.558503378378379e-09
ENST00000380714	missense	1250	84.0	4.825612e-09
ENST00000380714	nonsense	62	6.0	5.0045e-09
ENST00000380714	synonymous	398	42.0	7.3587462311557785e-09
ENST00000380728	missense	2137	212.0	4.218898455779129e-09
ENST00000380728	nonsense	130	6.0	5.027323076923077e-09
ENST00000380728	synonymous	667	132.0	5.307830584707646e-09
ENST00000380729	missense	2593	72.0	4.143770536058619e-09
ENST00000380729	nonsense	179	6.0	3.970480446927374e-09
ENST00000380729	synonymous	774	23.0	4.6971808785529715e-09
ENST00000380733	missense	3537	337.0	3.6273313542550185e-09
ENST00000380733	nonsense	256	4.0	4.58077734375e-09
ENST00000380733	synonymous	968	133.0	4.8375547520661156e-09
ENST00000380737	missense	3016	137.0	3.810058023872679e-09
ENST00000380737	nonsense	187	2.0	5.650042780748664e-09
ENST00000380737	synonymous	811	99.0	4.865072749691738e-09
ENST00000380739	missense	2524	248.0	4.440596275752773e-09
ENST00000380739	nonsense	142	5.0	2.577225352112676e-09
ENST00000380739	synonymous	736	112.0	7.25838179347826e-09
ENST00000380743	missense	1922	7.0	4.370494797086368e-09
ENST00000380743	nonsense	123	1.0	2.9597479674796747e-09
ENST00000380743	synonymous	592	4.0	6.554804054054054e-09
ENST00000380749	missense	643	92.0	4.161889580093313e-09
ENST00000380749	nonsense	50	2.0	2.2122e-09
ENST00000380749	synonymous	198	51.0	7.277853535353536e-09
ENST00000380750	missense	725	0.0	3.7521806896551725e-09
ENST00000380750	nonsense	44	0.0	5.533136363636363e-09
ENST00000380750	synonymous	212	0.0	3.86591037735849e-09
ENST00000380752	missense	4072	318.0	5.953365913555992e-09
ENST00000380752	nonsense	189	2.0	3.210084656084656e-09
ENST00000380752	synonymous	1391	236.0	9.511253055355859e-09
ENST00000380753	missense	2116	243.0	4.149198960302458e-09
ENST00000380753	nonsense	134	11.0	7.090029850746269e-09
ENST00000380753	synonymous	648	96.0	5.5609614197530865e-09
ENST00000380762	missense	1755	77.0	5.040529914529915e-09
ENST00000380762	nonsense	138	2.0	4.209891304347826e-09
ENST00000380762	synonymous	510	42.0	7.008776470588235e-09
ENST00000380770	missense	1722	185.0	4.195276422764227e-09
ENST00000380770	nonsense	81	7.0	3.844407407407408e-09
ENST00000380770	synonymous	627	94.0	5.489132376395535e-09
ENST00000380773	missense	4365	754.0	5.024906758304696e-09
ENST00000380773	nonsense	196	16.0	6.068948979591836e-09
ENST00000380773	synonymous	1415	384.0	7.658421201413427e-09
ENST00000380815	missense	2441	192.0	5.229147070872593e-09
ENST00000380815	nonsense	146	9.0	5.8774931506849315e-09
ENST00000380815	synonymous	752	108.0	7.263646276595744e-09
ENST00000380817	missense	12262	1659.0	7.432479530256076e-09
ENST00000380817	nonsense	548	24.0	5.192107664233577e-09
ENST00000380817	synonymous	4218	973.0	1.0010845424371742e-08
ENST00000380821	missense	2723	341.0	3.77472677194271e-09
ENST00000380821	nonsense	166	19.0	4.53855421686747e-09
ENST00000380821	synonymous	801	146.0	5.129014981273408e-09
ENST00000380822	missense	1134	120.0	3.73137389770723e-09
ENST00000380822	nonsense	87	8.0	3.8401379310344824e-09
ENST00000380822	synonymous	318	50.0	5.553207547169812e-09
ENST00000380833	missense	4983	203.0	6.043898053381497e-09
ENST00000380833	nonsense	235	0.0	3.491685106382979e-09
ENST00000380833	synonymous	1613	212.0	9.669562306261624e-09
ENST00000380834	missense	1936	201.0	4.6019333677685955e-09
ENST00000380834	nonsense	123	11.0	6.553300813008131e-09
ENST00000380834	synonymous	632	96.0	5.6764810126582284e-09
ENST00000380835	missense	2339	206.0	4.297007695596408e-09
ENST00000380835	nonsense	134	9.0	3.1730671641791045e-09
ENST00000380835	synonymous	749	95.0	5.750268357810414e-09
ENST00000380842	missense	925	78.0	3.831931891891892e-09
ENST00000380842	nonsense	59	2.0	2.5533898305084744e-09
ENST00000380842	synonymous	276	30.0	4.722967391304347e-09
ENST00000380843	missense	2528	255.0	4.9442227056962024e-09
ENST00000380843	nonsense	117	9.0	5.556581196581196e-09
ENST00000380843	synonymous	811	124.0	6.437295930949445e-09
ENST00000380861	missense	7840	590.0	7.171979464285714e-09
ENST00000380861	nonsense	439	5.0	6.446018223234624e-09
ENST00000380861	synonymous	2656	329.0	1.0585484939759036e-08
ENST00000380871	missense	1496	210.0	4.266403743315508e-09
ENST00000380871	nonsense	93	9.0	3.9422688172043016e-09
ENST00000380871	synonymous	508	104.0	6.1961259842519686e-09
ENST00000380872	missense	2109	224.0	4.400337126600284e-09
ENST00000380872	nonsense	140	12.0	6.9943857142857146e-09
ENST00000380872	synonymous	649	85.0	5.4446425269645605e-09
ENST00000380876	missense	6072	30.0	5.879509881422924e-09
ENST00000380876	nonsense	364	2.0	5.624978021978022e-09
ENST00000380876	synonymous	1781	14.0	8.169165637282427e-09
ENST00000380877	missense	2484	141.0	3.9797761674718194e-09
ENST00000380877	nonsense	149	4.0	6.854536912751678e-09
ENST00000380877	synonymous	805	79.0	4.251023602484472e-09
ENST00000380880	missense	14465	1985.0	4.295471966816454e-09
ENST00000380880	nonsense	736	73.0	3.794860054347826e-09
ENST00000380880	synonymous	4401	739.0	6.205146103158373e-09
ENST00000380903	missense	4305	753.0	7.194998606271777e-09
ENST00000380903	nonsense	190	39.0	4.710942105263158e-09
ENST00000380903	synonymous	1517	376.0	1.133944825313118e-08
ENST00000380907	missense	1797	284.0	5.619682804674457e-09
ENST00000380907	nonsense	67	5.0	3.931373134328358e-09
ENST00000380907	synonymous	629	119.0	8.090845786963433e-09
ENST00000380909	missense	2445	295.0	8.065936605316974e-09
ENST00000380909	nonsense	109	8.0	4.7827247706422025e-09
ENST00000380909	synonymous	821	175.0	1.3088757612667478e-08
ENST00000380911	missense	1772	247.0	4.25294920993228e-09
ENST00000380911	nonsense	88	8.0	3.0606931818181817e-09
ENST00000380911	synonymous	534	88.0	6.053719101123596e-09
ENST00000380913	missense	10492	956.0	6.875425085779642e-09
ENST00000380913	nonsense	522	19.0	5.22255938697318e-09
ENST00000380913	synonymous	3521	481.0	1.0516254757171258e-08
ENST00000380916	missense	1766	196.0	4.2630588901472255e-09
ENST00000380916	nonsense	112	6.0	4.937008928571429e-09
ENST00000380916	synonymous	498	84.0	4.79070281124498e-09
ENST00000380950	missense	11414	1094.0	3.728834851936218e-09
ENST00000380950	nonsense	897	52.0	4.0735239687848385e-09
ENST00000380950	synonymous	3070	413.0	5.245985342019544e-09
ENST00000380953	missense	3224	274.0	4.5047183622828786e-09
ENST00000380953	nonsense	182	2.0	7.517126373626375e-09
ENST00000380953	synonymous	1031	139.0	5.632709990300679e-09
ENST00000380956	missense	2976	236.0	5.245588037634409e-09
ENST00000380956	nonsense	183	6.0	4.750087431693989e-09
ENST00000380956	synonymous	891	152.0	9.000181818181818e-09
ENST00000380958	missense	5789	486.0	4.247376749006737e-09
ENST00000380958	nonsense	302	4.0	5.852798013245033e-09
ENST00000380958	synonymous	1883	270.0	5.219523101433882e-09
ENST00000380985	missense	4670	472.0	4.268000856531049e-09
ENST00000380985	nonsense	304	23.0	5.245625e-09
ENST00000380985	synonymous	1353	158.0	6.145161123429416e-09
ENST00000380986	missense	706	47.0	4.317736543909348e-09
ENST00000380986	nonsense	39	0.0	2.6705641025641027e-09
ENST00000380986	synonymous	218	34.0	7.257128440366973e-09
ENST00000380993	missense	7261	719.0	4.199013634485608e-09
ENST00000380993	nonsense	413	23.0	4.308128329297821e-09
ENST00000380993	synonymous	2208	320.0	5.694316123188406e-09
ENST00000381003	missense	2199	197.0	3.950796271032287e-09
ENST00000381003	nonsense	167	17.0	2.5652275449101793e-09
ENST00000381003	synonymous	613	61.0	5.3765644371941275e-09
ENST00000381006	missense	4122	287.0	4.086107472100922e-09
ENST00000381006	nonsense	274	8.0	5.4185145985401465e-09
ENST00000381006	synonymous	1175	138.0	5.377291914893617e-09
ENST00000381007	missense	2019	173.0	3.7819618623080734e-09
ENST00000381007	nonsense	136	6.0	2.8524485294117644e-09
ENST00000381007	synonymous	572	75.0	5.026104895104895e-09
ENST00000381020	missense	2012	218.0	5.071500994035785e-09
ENST00000381020	nonsense	95	2.0	5.355263157894737e-09
ENST00000381020	synonymous	701	140.0	7.275853067047075e-09
ENST00000381031	missense	3082	331.0	5.820985074626866e-09
ENST00000381031	nonsense	155	16.0	5.682458064516129e-09
ENST00000381031	synonymous	975	166.0	9.520477948717949e-09
ENST00000381032	missense	1642	89.0	5.218726552984166e-09
ENST00000381032	nonsense	105	1.0	3.36547619047619e-09
ENST00000381032	synonymous	458	39.0	1.0633382096069869e-08
ENST00000381033	missense	1804	281.0	4.685850332594235e-09
ENST00000381033	nonsense	91	9.0	4.730153846153846e-09
ENST00000381033	synonymous	643	138.0	6.66994401244168e-09
ENST00000381042	missense	1644	139.0	4.77142700729927e-09
ENST00000381042	nonsense	87	8.0	7.311942528735633e-09
ENST00000381042	synonymous	537	54.0	7.833087523277467e-09
ENST00000381055	missense	7416	579.0	4.423244066882416e-09
ENST00000381055	nonsense	495	9.0	4.5746727272727275e-09
ENST00000381055	synonymous	2133	280.0	5.258939052977028e-09
ENST00000381070	missense	3160	248.0	3.874026898734177e-09
ENST00000381070	nonsense	222	13.0	3.58331981981982e-09
ENST00000381070	synonymous	857	107.0	4.946121353558927e-09
ENST00000381077	missense	1503	125.0	5.3878622754491015e-09
ENST00000381077	nonsense	70	4.0	4.5476428571428575e-09
ENST00000381077	synonymous	470	59.0	8.990540425531914e-09
ENST00000381089	missense	1227	129.0	6.326421352893235e-09
ENST00000381089	nonsense	74	4.0	3.2202837837837837e-09
ENST00000381089	synonymous	364	51.0	1.3206096153846154e-08
ENST00000381095	missense	5393	322.0	6.4129139625440384e-09
ENST00000381095	nonsense	284	3.0	4.787130281690141e-09
ENST00000381095	synonymous	1658	213.0	1.1089478287092883e-08
ENST00000381120	missense	1841	172.0	3.840122759369908e-09
ENST00000381120	nonsense	122	9.0	6.3324508196721316e-09
ENST00000381120	synonymous	530	70.0	4.897103773584906e-09
ENST00000381125	missense	5149	677.0	7.0492060594290156e-09
ENST00000381125	nonsense	242	29.0	5.232425619834711e-09
ENST00000381125	synonymous	1656	404.0	1.1828494565217392e-08
ENST00000381127	missense	3862	327.0	5.074674003107198e-09
ENST00000381127	nonsense	215	18.0	6.433274418604651e-09
ENST00000381127	synonymous	1224	145.0	7.597172385620915e-09
ENST00000381129	missense	2511	286.0	5.062059338908802e-09
ENST00000381129	nonsense	135	15.0	4.111155555555556e-09
ENST00000381129	synonymous	801	142.0	7.742878901373283e-09
ENST00000381130	missense	3685	284.0	5.324518317503392e-09
ENST00000381130	nonsense	202	12.0	3.727415841584159e-09
ENST00000381130	synonymous	1162	131.0	7.257407056798623e-09
ENST00000381134	missense	3858	207.0	5.670219543805081e-09
ENST00000381134	nonsense	194	2.0	5.931927835051547e-09
ENST00000381134	synonymous	1240	142.0	9.263642741935484e-09
ENST00000381140	missense	2438	264.0	4.3850147662018045e-09
ENST00000381140	nonsense	154	11.0	3.4061428571428573e-09
ENST00000381140	synonymous	685	116.0	5.723494890510948e-09
ENST00000381151	missense	4722	361.0	4.534006988564168e-09
ENST00000381151	nonsense	250	7.0	3.842572e-09
ENST00000381151	synonymous	1481	216.0	5.4018264686022955e-09
ENST00000381153	missense	837	99.0	5.7358948626045406e-09
ENST00000381153	nonsense	48	10.0	4.296500000000001e-09
ENST00000381153	synonymous	294	41.0	6.995880952380952e-09
ENST00000381154	missense	3866	327.0	5.794478530781169e-09
ENST00000381154	nonsense	193	14.0	5.660720207253886e-09
ENST00000381154	synonymous	1269	168.0	9.962078014184397e-09
ENST00000381160	missense	8661	945.0	5.436390947927491e-09
ENST00000381160	nonsense	360	37.0	5.968980555555555e-09
