enst	hgnc	ensg	non_distal_n_exp	non_distal_n_obs	non_distal_z	non_distal_p	non_long_exon_n_exp	non_long_exon_n_obs	non_long_exon_z	non_long_exon_p	non_nmd_n_exp	non_nmd_n_obs	non_nmd_z	non_nmd_p	pli	loeuf	constrained_region
ENST00000361813	SMG5	ENSG00000198952	1.45	1.0	-0.3944755098238368	0.3466150023730475	1.57	0.0	-1.2981993755003431	0.0971094163385727	29.85	3.0	-5.165468955546007	1.199184173534713e-07	0.012768	0.412	nmd
ENST00000646102	ARHGEF7	ENSG00000102606	2.37	2.0	-0.2516656764352536	0.4006497447260445	0.0	0.0			27.69	3.0	-4.923505516104418	4.250373974688312e-07			nmd
ENST00000282499	GRIA4	ENSG00000152578	1.92	0.0	-1.433489389744924	0.0758590144780602	0.0	0.0			27.68	3.0	-4.902382031909172	4.734073733646202e-07	0.01831	0.429	nmd
ENST00000358055	SLC4A3	ENSG00000114923	1.39	0.0	-1.2483064302335067	0.1059594301376796	0.0	0.0			27.12	3.0	-4.882203686898985	5.245340477750108e-07	1.0934e-05	0.53	nmd
ENST00000416283	PHTF2	ENSG00000006576	1.0	1.0	-0.0021929947558899	0.4991251223724243	0.0	0.0			25.74	3.0	-4.688500328708554	1.3760723682076094e-06	0.00017719	0.545	nmd
ENST00000683756	AMBRA1	ENSG00000110497	4.3	3.0	-0.6620521300562904	0.2539689065832221	11.24	2.0	-2.92173901665305	0.0017404153989244	24.12	3.0	-4.544639535408288	2.7514671946025505e-06			nmd
ENST00000302538	ABR	ENSG00000159842	1.83	2.0	0.1373896862076985	0.554638608522026	0.0	0.0			23.35	3.0	-4.41246481164618	5.110020445738817e-06	0.62738	0.361	nmd
ENST00000645495	RDX	ENSG00000137710	3.23	1.0	-1.3052806426946124	0.0958986514899828	0.0	0.0			20.8	3.0	-4.080893406872895	2.243146343026841e-05			nmd
ENST00000428726	CD44	ENSG00000026508	2.33	0.0	-1.5896416296050095	0.0559578038790669	0.0	0.0			19.97	3.0	-3.990846238512802	3.291897809900568e-05	2.4476e-07	0.664	nmd
ENST00000405094	MTA3	ENSG00000057935	0.54	0.0	-0.7614861890252538	0.2231833624691107	0.0	0.0			19.77	3.0	-3.9371298644961854	4.123099275201541e-05	0.034117	0.486	nmd
ENST00000231790	MLH1	ENSG00000076242	3.19	3.0	-0.1119753373737666	0.4554214807467214	0.0	0.0			19.57	3.0	-3.904410316709642	4.722770511275027e-05	3.41e-05	0.575	nmd
ENST00000336273	MTDH	ENSG00000147649	2.04	0.0	-1.4947702173860578	0.0674872107843803	0.0	0.0			19.23	3.0	-3.8856751868535095	5.102293633402133e-05	0.32924	0.431	nmd
ENST00000369301	NHLRC2	ENSG00000196865	4.58	2.0	-1.270761250721286	0.1019067989302278	0.3	0.0	-0.5745327297638629	0.2828036794674438	19.4	3.0	-3.879511752402063	5.233317218644621e-05	8.3194e-06	0.684	nmd
ENST00000007510	ARHGAP33	ENSG00000004777	14.3	8.0	-1.772437018025362	0.0381610207329653	2.14	3.0	0.6256379592071724	0.7342237825168232	18.81	3.0	-3.85869572751666	5.699687715297416e-05	0.003499	0.426	nmd
ENST00000360110	TFRC	ENSG00000072274	3.29	1.0	-1.333322400246092	0.0912130128753924	0.0	0.0			19.21	3.0	-3.85592624312642	5.764612439568608e-05	6.9902e-05	0.581	nmd
ENST00000643780	CERT1	ENSG00000113163	2.23	1.0	-0.8610811669115553	0.194596670473619	0.0	0.0			18.35	3.0	-3.74877852719344	8.884895902249401e-05			nmd
ENST00000321196	TMTC2	ENSG00000179104	2.77	1.0	-1.1180548559855064	0.1317717827370497	6.63	6.0	-0.2579495099817163	0.3982229369892608	18.28	3.0	-3.7279252773196823	9.653129882321003e-05	0.022549	0.477	nmd
ENST00000379661	KATNB1	ENSG00000140854	1.18	0.0	-1.1316406229688347	0.1288927770476778	0.0	0.0			16.93	3.0	-3.600597482052757	0.0001587433826676	1.4478e-05	0.609	nmd
ENST00000344768	FRMD6	ENSG00000139926	3.6	2.0	-0.8850518276742988	0.1880643395588014	0.0	0.0			17.22	3.0	-3.5868364269267654	0.0001673570700132	0.027916	0.495	nmd
ENST00000616600	HDGFL2	ENSG00000167674	1.35	0.0	-1.2255364929592334	0.1101865745676403	0.0	0.0			17.26	3.0	-3.5835728066734247	0.000169463117624			nmd
ENST00000341517	PDE4B	ENSG00000184588	5.47	2.0	-1.5623931980236712	0.0590976942549603	0.0	0.0			16.82	3.0	-3.5227284097548446	0.0002135644073404	0.4746	0.395	nmd
ENST00000376236	APBB1IP	ENSG00000077420	3.12	2.0	-0.6621389186051337	0.2539410978278614	0.0	0.0			16.67	3.0	-3.4967308833308364	0.0002354983592019	0.85443	0.371	nmd
ENST00000378954	ATL2	ENSG00000119787	1.99	3.0	0.7558310966836439	0.7751247650851312	0.31	0.0	-0.577174287685013	0.2819108623319318	16.65	3.0	-3.493777756128219	0.000238118646898	0.011822	0.502	nmd
ENST00000212015	SIRT1	ENSG00000096717	4.64	2.0	-1.277002126486966	0.1008007482569229	1.29	0.0	-1.1717760262914267	0.1206434950982707	16.51	3.0	-3.471186656764498	0.0002590818400636	0.087326	0.503	nmd
ENST00000231021	CDH9	ENSG00000113100	5.22	1.0	-1.9287248753604267	0.0268825132040353	0.0	0.0			16.49	3.0	-3.470082744730137	0.0002601490257238	0.83147	0.367	nmd
ENST00000361189	PJA2	ENSG00000198961	1.78	0.0	-1.4067958067303268	0.0797439731804147	7.55	2.0	-2.107149820899572	0.0175522974674319	16.37	3.0	-3.465342853321658	0.0002647779535207	0.02374	0.502	nmd
ENST00000287844	ABCF2	ENSG00000033050	2.79	1.0	-1.1327645712924104	0.1286565665905593	0.0	0.0			16.34	3.0	-3.4551106219155705	0.0002750335418197	0.0069909	0.495	nmd
ENST00000246117	NCLN	ENSG00000125912	1.45	0.0	-1.284113170595169	0.0995511801802319	0.0	0.0			15.36	3.0	-3.3680419319795143	0.0003785204059081	0.7551	0.395	nmd
ENST00000308666	ABCD2	ENSG00000173208	4.32	4.0	-0.1618639136403951	0.4357065103804087	4.07	1.0	-1.586385167609153	0.0563259814935574	15.75	3.0	-3.3502579828861374	0.0004036816368574	4.7079e-06	0.718	nmd
ENST00000367261	KLHL12	ENSG00000117153	1.87	0.0	-1.428338165048609	0.0765972738949834	0.0	0.0			15.62	3.0	-3.3494254080757675	0.0004048967839699	0.030342	0.524	nmd
ENST00000305997	MBOAT2	ENSG00000143797	4.2	4.0	-0.1002189900667602	0.4600852350106119	0.0	0.0			15.6	3.0	-3.342689536697155	0.0004148533566032	0.51629	0.42	nmd
ENST00000428708	BAIAP2	ENSG00000175866	0.42	1.0	0.9241049072271812	0.8222841506936743	0.0	0.0			15.36	3.0	-3.3371207712675006	0.0004232557788875	0.74862	0.396	nmd
ENST00000344423	ZNF395	ENSG00000186918	2.47	1.0	-0.9903407678982208	0.1610037931723834	0.0	0.0			15.23	3.0	-3.3358311455561878	0.0004252240067336	0.30888	0.458	nmd
ENST00000272542	SLC20A1	ENSG00000144136	1.89	0.0	-1.4580297735179182	0.0724161682671737	1.93	0.0	-1.461977094262605	0.0718737434319448	15.49	3.0	-3.3193970938224435	0.0004510602359081	0.067227	0.484	nmd
ENST00000354619	ERO1B	ENSG00000086619	1.61	0.0	-1.3367683712215743	0.0906491281983379	0.0	0.0			15.42	3.0	-3.2931277451495404	0.0004953972337919	2.7587e-09	0.853	nmd
ENST00000356151	PXK	ENSG00000168297	2.01	1.0	-0.7416734182348482	0.2291426144602963	0.0	0.0			15.43	3.0	-3.2899610379402238	0.0005010062813361	0.010847	0.479	nmd
ENST00000442011	TGFBI	ENSG00000120708	0.84	0.0	-0.9547088690885068	0.169862471740034	0.0	0.0			15.17	3.0	-3.2699471156169926	0.0005378379623959	5.9686e-08	0.796	nmd
ENST00000261497	USP22	ENSG00000124422	1.37	0.0	-1.2299746985597604	0.1093532898251505	0.0	0.0			15.06	3.0	-3.2669574388737965	0.0005435501123461	0.55212	0.415	nmd
ENST00000355680	PRMT2	ENSG00000160310	1.54	1.0	-0.4674504019183716	0.3200888347163569	0.0	0.0			14.87	3.0	-3.262829745293868	0.0005515288269007	0.0016132	0.653	nmd
ENST00000243052	PDE1B	ENSG00000123360	0.25	0.0	-0.5350874510844348	0.2962946934917515	0.0	0.0			14.96	3.0	-3.2594054874968417	0.00055822986293	0.33646	0.43	nmd
ENST00000263102	CCDC6	ENSG00000108091	2.28	2.0	-0.1987191426624995	0.4212412244875386	0.0	0.0			15.05	3.0	-3.2515059953195498	0.0005739767726073	0.57714	0.43	nmd
ENST00000544301	VIM	ENSG00000026025	1.02	2.0	1.015897325649025	0.8451608587363391	0.32	0.0	-0.6208612874878247	0.2673454471640772	14.57	3.0	-3.206337141738319	0.0006721818919401	0.71255	0.423	nmd
ENST00000343053	NELFB	ENSG00000188986	2.3	4.0	1.1801852904947605	0.8810367359624489	0.0	0.0			14.46	3.0	-3.180227782315148	0.0007357966421084	0.0033903	0.603	nmd
ENST00000400968	RO60	ENSG00000116747	1.17	1.0	-0.1632657157671007	0.4351546132622371	0.45	0.0	-0.7064430927506952	0.2399563151861102	14.61	3.0	-3.161824152154075	0.0007839210566087	0.58278	0.429	nmd
ENST00000649815	AKT1	ENSG00000142208	1.27	0.0	-1.198250693456996	0.1154097177684838	0.0	0.0			14.22	3.0	-3.140696794806696	0.0008427321382953			nmd
ENST00000311635	FBXO31	ENSG00000103264	2.11	1.0	-0.8059471853383333	0.2101366512975732	0.0	0.0			14.01	3.0	-3.1265583384992124	0.0008843270490338	0.44439	0.457	nmd
ENST00000383767	RBMS3	ENSG00000144642	0.97	1.0	0.033295083143779	0.5132803626647376	0.0	0.0			13.91	3.0	-3.0938610339742394	0.0009878500232281	0.2128	0.455	nmd
ENST00000261951	CNOT6	ENSG00000113300	2.49	0.0	-1.65736934418065	0.0487224126749852	0.0	0.0			14.16	3.0	-3.0934813531259886	0.0009891149216476	0.019515	0.548	nmd
ENST00000377524	STAM	ENSG00000136738	4.16	1.0	-1.6479810902874352	0.0496782758106264	0.0	0.0			14.09	3.0	-3.092715446182825	0.0009916710493561	0.85048	0.372	nmd
ENST00000683822	TASOR	ENSG00000163946	9.26	4.0	-1.8066666988160127	0.0354071314923277	9.54	1.0	-2.8822146423857737	0.0019744531705242	39.42	4.0	-5.865744019173712	2.235615773902209e-09			nmd
ENST00000686413	HDAC9	ENSG00000048052	0.95	3.0	2.2074201234077724	0.9863576391152904	0.0	0.0			37.0	4.0	-5.7058219761357245	5.789148208823346e-09			nmd
ENST00000683357	RAPGEF1	ENSG00000107263	2.39	0.0	-1.643666423636536	0.0501225625750249	1.76	0.0	-1.4200837054336894	0.0777916567420333	34.65	4.0	-5.473476343499691	2.206459082568464e-08			nmd
ENST00000410080	PRPF40A	ENSG00000196504	2.2	1.0	-0.8467940388210816	0.1985549657517172	0.0	0.0			34.47	4.0	-5.415296804213399	3.0593561461382974e-08	0.0391	0.4	nmd
ENST00000402687	SULF1	ENSG00000137573	1.76	3.0	0.989126398956558	0.8386993484999641	0.0	0.0			29.42	4.0	-4.9094673539401406	4.566205029999618e-07	0.0013751	0.461	nmd
ENST00000648268	ATP1A3	ENSG00000105409	1.43	0.0	-1.2670925025813802	0.102561108034575	0.0	0.0			26.16	4.0	-4.587829001164051	2.2393962678538124e-06			nmd
ENST00000393359	TGFBRAP1	ENSG00000135966	2.6	1.0	-1.0371671293398157	0.1498289871650121	1.5	0.0	-1.2837186468364523	0.0996202087728153	25.56	4.0	-4.509040750987573	3.25607002682959e-06	0.1651	0.426	nmd
ENST00000394030	CBLB	ENSG00000114423	3.1	1.0	-1.2406172417254664	0.107373589748717	0.0	0.0			25.22	4.0	-4.4046205521102095	5.298459944783443e-06	0.76211	0.467	nmd
ENST00000258873	ACSBG1	ENSG00000103740	2.12	0.0	-1.52645869782332	0.063447834473995	0.0	0.0			24.26	4.0	-4.357463363180866	6.57892574383543e-06	3.959e-05	0.605	nmd
ENST00000281631	PARP8	ENSG00000151883	1.66	0.0	-1.3728406232141432	0.084900949400823	1.26	1.0	-0.2377569995435416	0.4060347858738214	24.62	4.0	-4.337420093770523	7.208245979779745e-06	0.059603	0.391	nmd
ENST00000584379	TEX2	ENSG00000136478	1.82	0.0	-1.4167208063061898	0.0782822857121018	9.67	4.0	-1.898093344470728	0.0288418933786453	24.41	4.0	-4.322947978191381	7.697902303194873e-06	0.00077798	0.476	nmd
ENST00000318950	SWAP70	ENSG00000133789	2.39	0.0	-1.6157017445563255	0.0530794068145293	0.0	0.0			23.98	4.0	-4.288964167790762	8.97541636198132e-06	0.049628	0.471	nmd
ENST00000284984	ADAMTS1	ENSG00000154734	10.26	3.0	-2.3677674798670143	0.0089478894675543	1.4	0.0	-1.25311915149362	0.1050811736111282	22.82	4.0	-4.159457353106854	1.595022871433679e-05	0.71601	0.367	nmd
ENST00000649217	MALT1	ENSG00000172175	5.26	1.0	-1.9301187403042728	0.0267960634701684	0.0	0.0			22.78	4.0	-4.108101275409826	1.9946259008785623e-05			nmd
ENST00000334705	FAM91A1	ENSG00000176853	3.26	1.0	-1.308533019109779	0.0953462913509587	0.0	0.0			22.76	4.0	-4.102003706704806	2.047938550406092e-05	0.00024063	0.488	nmd
ENST00000638088	DPY19L1	ENSG00000173852	2.74	3.0	0.1660683219203388	0.5659484082992781	0.0	0.0			22.47	4.0	-4.067870731954559	2.3722343769148623e-05			nmd
ENST00000263734	EPAS1	ENSG00000116016	2.96	2.0	-0.5870587548928478	0.2785821234794966	0.88	0.0	-0.9806817885205056	0.1633748436664425	21.01	4.0	-3.904617604564711	4.718724524478697e-05	0.5961	0.381	nmd
ENST00000392477	NCOA7	ENSG00000111912	2.62	1.0	-1.0544211755606845	0.1458450657928129	7.13	2.0	-2.0026068524768497	0.0226097518906932	21.11	4.0	-3.8830315580107366	5.1581086533710535e-05	3.2987e-05	0.521	nmd
ENST00000269142	TAF4B	ENSG00000141384	2.02	0.0	-1.4739267458532097	0.0702506578131753	2.42	0.0	-1.640120288548205	0.0504900793783091	20.54	4.0	-3.816746532619214	6.76114784291775e-05	0.23446	0.413	nmd
ENST00000652536	PREP	ENSG00000085377	3.48	0.0	-1.961549032958701	0.0249075055211011	0.0	0.0			20.55	4.0	-3.8149122694098674	6.811566168108977e-05			nmd
ENST00000294428	RAVER2	ENSG00000162437	3.12	2.0	-0.6555473182748086	0.2560577157100006	1.12	1.0	-0.1161802974094778	0.4537548256949194	19.89	4.0	-3.727616397246832	9.66496471475335e-05	3.2211e-09	0.842	nmd
ENST00000652021	EIF3L	ENSG00000100129	0.93	0.0	-1.0095176127089407	0.1563632295766323	1.04	0.0	-1.086530679548047	0.1386221375906167	19.18	4.0	-3.6390062823875993	0.0001368460616682			nmd
ENST00000568943	SLC6A2	ENSG00000103546	1.51	1.0	-0.4533467135014301	0.325149550196716	0.0	0.0			18.87	4.0	-3.624228490551516	0.0001449126507904	0.017703	0.515	nmd
ENST00000251287	HCN2	ENSG00000099822	5.49	8.0	1.1512224537309783	0.8751796349870457	1.08	1.0	-0.0868498834495753	0.465395418065413	18.79	4.0	-3.620865467681048	0.0001468095857113	0.48885	0.448	nmd
ENST00000264645	CASC3	ENSG00000108349	0.0	0.0			2.41	0.0	-1.6370034565345737	0.0508148736684227	18.73	4.0	-3.575804381212013	0.0001745763345327	0.61338	0.379	nmd
ENST00000332981	PRKCH	ENSG00000027075	2.26	0.0	-1.5807016892299208	0.0569731309817651	0.0	0.0			18.41	4.0	-3.535641208332025	0.0002033933865501	0.42878	0.388	nmd
ENST00000643927	PRKCB	ENSG00000166501	2.47	0.0	-1.644387435060192	0.0500480994368893	0.0	0.0			18.37	4.0	-3.514673888302185	0.0002201471549459			nmd
ENST00000409757	TBC1D14	ENSG00000132405	1.58	1.0	-0.4868533825700937	0.313181118467317	1.59	2.0	0.3407929655398429	0.6333702767522098	18.27	4.0	-3.499936758983456	0.0002326842744845	0.039267	0.457	nmd
ENST00000216254	ACO2	ENSG00000100412	2.15	2.0	-0.1113588152534633	0.4556659087708194	0.0	0.0			18.17	4.0	-3.49697536571485	0.0002352826418178	0.20791	0.417	nmd
ENST00000356924	ABCD4	ENSG00000119688	1.37	2.0	0.5587802015302735	0.7118441320061923	0.0	0.0			18.02	4.0	-3.4941927505926325	0.0002377487902354	1.3364e-12	0.898	nmd
ENST00000261918	SEMA7A	ENSG00000138623	6.46	4.0	-1.0334496187585278	0.1506967681124978	0.0	0.0			17.62	4.0	-3.4378778223688045	0.0002931460842834	0.17976	0.441	nmd
ENST00000280871	SLC2A13	ENSG00000151229	2.86	2.0	-0.5267239523521917	0.29919264986561	0.19	0.0	-0.4851421048521086	0.3137877733360857	17.27	4.0	-3.3625865673552005	0.0003860795578684	0.83307	0.377	nmd
ENST00000366917	MARK1	ENSG00000116141	4.46	0.0	-2.198855775043007	0.0139440895516457	0.0	0.0			17.51	4.0	-3.3612573769866096	0.0003879424456271	0.60045	0.363	nmd
ENST00000376016	YME1L1	ENSG00000136758	2.43	1.0	-0.950860287093848	0.1708376518968312	0.0	0.0			17.35	4.0	-3.338978531259872	0.0004204353134391	0.27857	0.406	nmd
ENST00000377881	TDRD3	ENSG00000083544	0.86	1.0	0.1681097249402233	0.5667515205813596	6.84	3.0	-1.5308559838090496	0.062902494874381	17.26	4.0	-3.326276700661767	0.0004400725461917	5.3579e-06	0.655	nmd
ENST00000316334	LNX2	ENSG00000139517	1.69	0.0	-1.3498831901657258	0.0885267272644647	0.0	0.0			17.12	4.0	-3.315062877560289	0.0004581125654098	7.3132e-06	0.691	nmd
ENST00000325455	PGR	ENSG00000082175	2.25	0.0	-1.5697934346325075	0.0582315877407903	10.12	5.0	-1.7003995309689122	0.0445278999983399	17.0	4.0	-3.3071550144423547	0.0004712436078109	0.051042	0.47	nmd
ENST00000263239	DDX18	ENSG00000088205	1.93	0.0	-1.4450311372923057	0.0742245698912501	0.0	0.0			17.0	4.0	-3.279112310521055	0.0005206709183686	0.13804	0.452	nmd
ENST00000369485	RNGTT	ENSG00000111880	1.77	1.0	-0.6021771210182083	0.2735281216606089	0.0	0.0			16.94	4.0	-3.2777780521327817	0.0005231381375736	0.37382	0.407	nmd
ENST00000296513	ADAD1	ENSG00000164113	3.03	2.0	-0.6182978326802011	0.2681895151508167	0.0	0.0			16.69	4.0	-3.239062429382059	0.0005996166058846	0.038952	0.511	nmd
ENST00000361373	LDB3	ENSG00000122367	1.72	1.0	-0.5761758943986469	0.2822481484657775	0.32	0.0	-0.5929368180526238	0.276611718396863	16.45	4.0	-3.233938632441163	0.0006104784381937	1.2953e-06	0.734	nmd
ENST00000301727	E4F1	ENSG00000167967	4.31	3.0	-0.6752145774823719	0.2497697231837797	0.0	0.0			16.48	4.0	-3.2242822347283693	0.0006314443306198	0.080072	0.476	nmd
ENST00000621632	DDX24	ENSG00000089737	4.63	4.0	-0.3076571389217065	0.3791716184629727	5.35	2.0	-1.5116944867360376	0.0653058009158688	16.52	4.0	-3.2169118033802664	0.0006478921286826			nmd
ENST00000268184	CRTC3	ENSG00000140577	1.42	0.0	-1.243870156310428	0.106773677332724	0.0	0.0			16.04	4.0	-3.1941136977621536	0.0007013043215434	0.86585	0.359	nmd
ENST00000267199	VPS33A	ENSG00000139719	2.35	1.0	-0.9265194134710651	0.1770880564746824	0.0	0.0			16.28	4.0	-3.180458991148322	0.0007352097470198	0.18206	0.44	nmd
ENST00000328914	FOXK1	ENSG00000164916	2.46	0.0	-1.656492188973235	0.0488110927909334	0.0	0.0			15.9	4.0	-3.174688901093386	0.0007499861122706	0.80522	0.398	nmd
ENST00000289575	SLCO2B1	ENSG00000137491	2.25	2.0	-0.1745900912631635	0.4307008675125566	0.0	0.0			15.75	4.0	-3.1380072549360345	0.0008505033334879	1.1159e-05	0.667	nmd
ENST00000374542	DAXX	ENSG00000204209	1.48	1.0	-0.4243070100886145	0.3356709637384396	4.86	1.0	-1.8303977818409216	0.0335952395810104	15.85	4.0	-3.110298719407892	0.0009344911315144	0.098633	0.496	nmd
ENST00000397968	CDH7	ENSG00000081138	5.96	2.0	-1.6923386038383308	0.0452907156570965	0.0	0.0			15.89	4.0	-3.110265032435965	0.0009345977227452	0.5975	0.393	nmd
ENST00000610343	ZMYM2	ENSG00000121741	2.7	1.0	-1.0793473978267405	0.1402164454535879	3.34	0.0	-1.91008715243538	0.0280609964565025	44.99	5.0	-6.2263696882675	2.386834576415578e-10			nmd
ENST00000248933	SEZ6L	ENSG00000100095	1.27	0.0	-1.1938340502043037	0.1162714446524894	2.46	1.0	-0.9719706990082952	0.1655325628327628	29.94	5.0	-4.815558815188871	7.339425961898927e-07	0.50741	0.371	nmd
ENST00000303296	HIPK3	ENSG00000110422	6.42	3.0	-1.4184755637201611	0.0780259840316484	6.62	3.0	-1.4777947546664538	0.0697313613919707	28.51	5.0	-4.609491788543038	2.018272375571926e-06	0.27733	0.367	nmd
ENST00000677752	LPIN2	ENSG00000101577	2.47	2.0	-0.3135796976202031	0.3769201406339706	0.0	0.0			28.34	5.0	-4.594711423243935	2.1667427936028618e-06			nmd
ENST00000472487	MYSM1	ENSG00000162601	2.04	1.0	-0.7522321649728053	0.2259557268557552	4.28	2.0	-1.153082490435637	0.1244382638665443	27.45	5.0	-4.485411200139968	3.63867252434472e-06	0.043365	0.408	nmd
ENST00000367467	SASH1	ENSG00000111961	3.0	0.0	-1.8304536863231933	0.0335910630673591	8.18	4.0	-1.5305182187065456	0.0629442536934042	27.42	5.0	-4.474790765704123	3.824308784116547e-06	0.001802	0.44	nmd
ENST00000400546	NCAM2	ENSG00000154654	1.44	1.0	-0.3773874580277422	0.3529428430395623	0.0	0.0			27.2	5.0	-4.448118741599106	4.331282050206139e-06	0.2306	0.4	nmd
ENST00000394505	KRIT1	ENSG00000001631	1.27	0.0	-1.1736441762915264	0.1202687893877499	0.0	0.0			26.46	5.0	-4.36344120980194	6.401617948215992e-06	0.00069333	0.499	nmd
ENST00000346798	APP	ENSG00000142192	2.29	0.0	-1.6015036075978355	0.054632710810758	0.0	0.0			24.99	5.0	-4.20813581795801	1.2874304790511808e-05	0.046544	0.419	nmd
ENST00000367921	DDR2	ENSG00000162733	2.99	0.0	-1.8377087628619893	0.0330526659646741	0.0	0.0			24.81	5.0	-4.189145126960737	1.400036455858913e-05	0.5503	0.376	nmd
ENST00000415083	SS18	ENSG00000141380	2.37	1.0	-0.953597890993394	0.1701436118617783	0.0	0.0			22.78	5.0	-3.993294771222992	3.258073960527185e-05	0.74566	0.383	nmd
ENST00000341772	DNER	ENSG00000187957	1.0	1.0	-0.0050565430372429	0.4979827397862071	0.0	0.0			23.07	5.0	-3.9597042478425495	3.75213199736828e-05	0.1859	0.439	nmd
ENST00000689386	ST18	ENSG00000147488	2.25	3.0	0.5250739895886459	0.7002341215745393	4.35	2.0	-1.1719313091193229	0.1206123178343649	22.68	5.0	-3.871927308761904	5.398907881730376e-05			nmd
ENST00000409402	SPIRE1	ENSG00000134278	3.69	3.0	-0.3751398684175474	0.3537782239078853	0.0	0.0			22.5	5.0	-3.853239364275341	5.828266750189391e-05	0.042486	0.455	nmd
ENST00000251241	DHX40	ENSG00000108406	2.44	0.0	-1.6333183214390985	0.051201032711115	0.0	0.0			22.52	5.0	-3.845982640208145	6.003513208458464e-05	0.7556	0.362	nmd
ENST00000621441	EXOC5	ENSG00000070367	2.04	0.0	-1.4854856266527512	0.0687076140553344	0.0	0.0			22.3	5.0	-3.824322139954942	6.556618457100162e-05			nmd
ENST00000394249	PRC1	ENSG00000198901	0.87	0.0	-0.9713195222800112	0.1656945950897593	0.0	0.0			22.08	5.0	-3.80919088835714	6.971114514256825e-05	2.6753e-07	0.621	nmd
ENST00000264051	NGEF	ENSG00000066248	2.62	2.0	-0.4058827634780495	0.3424143716717177	0.0	0.0			21.8	5.0	-3.804316408287788	7.109816419727446e-05	0.66039	0.385	nmd
ENST00000605844	TAF15	ENSG00000270647	1.47	0.0	-1.2668752431506332	0.1025999511003514	1.79	0.0	-1.3924995253429129	0.0818855926400807	21.46	5.0	-3.716199505231832	0.000101120955952			nmd
ENST00000357430	ACSL3	ENSG00000123983	2.38	0.0	-1.6056293530487338	0.0541776860436311	0.0	0.0			21.25	5.0	-3.676140542917391	0.0001183945527146	0.00034758	0.55	nmd
ENST00000281455	ACSL1	ENSG00000151726	1.39	1.0	-0.3392335536201966	0.3672168970863378	0.0	0.0			21.05	5.0	-3.6686266371741993	0.000121928448576	0.0015324	0.476	nmd
ENST00000262127	CEP76	ENSG00000101624	2.06	0.0	-1.498782600021647	0.0669650200005876	0.0	0.0			20.25	5.0	-3.5426653470577496	0.0001980525084136	4.5108e-09	0.758	nmd
ENST00000366812	ACBD3	ENSG00000182827	3.58	0.0	-1.9634740926221237	0.0247955559703299	0.0	0.0			19.44	5.0	-3.451591102454129	0.0002786457915049	0.010653	0.539	nmd
ENST00000314830	SH2D3C	ENSG00000095370	2.57	1.0	-1.0412629106235074	0.1488767726297492	1.42	0.0	-1.2474005974975868	0.1061253237943527	19.44	5.0	-3.4448540460122743	0.0002856839107372	0.00035085	0.586	nmd
ENST00000367070	C4BPA	ENSG00000123838	3.95	3.0	-0.5026330197381086	0.3076111547728788	0.0	0.0			19.51	5.0	-3.433138526972677	0.0002983185894042	0.45739	0.43	nmd
ENST00000394232	SV2B	ENSG00000185518	1.67	1.0	-0.5489506534077362	0.2915196575547807	0.0	0.0			19.08	5.0	-3.3971908924635748	0.000340407280025	5.7007e-05	0.631	nmd
ENST00000378567	PRKCZ	ENSG00000067606	1.9	0.0	-1.4545388485228616	0.0728984855016012	0.0	0.0			18.42	5.0	-3.314006300804876	0.0004598471737457	0.541	0.4	nmd
ENST00000399132	COL25A1	ENSG00000188517	0.8	0.0	-0.9536066902474702	0.1701413839833474	0.0	0.0			18.72	5.0	-3.30953929122386	0.0004672482445591	1.6393e-18	0.877	nmd
ENST00000290399	SIM2	ENSG00000159263	3.51	2.0	-0.867703753910299	0.1927782651505606	0.35	0.0	-0.631607175571447	0.2638217982942422	18.34	5.0	-3.293088378421633	0.000495466603992	0.19959	0.458	nmd
ENST00000397292	PLAA	ENSG00000137055	6.49	4.0	-1.019099269114573	0.1540779205653724	0.0	0.0			18.47	5.0	-3.273254345663867	0.0005315838045818	0.46873	0.396	nmd
ENST00000370214	ABCD3	ENSG00000117528	1.6	0.0	-1.3287185921494824	0.0919704143441451	0.0	0.0			18.49	5.0	-3.267969941562962	0.0005416093461304	0.0078364	0.435	nmd
ENST00000646743	GRHL2	ENSG00000083307	1.35	0.0	-1.2066394632284754	0.1137855109736896	0.0	0.0			18.35	5.0	-3.2642669426057758	0.0005487385562861			nmd
ENST00000306107	ALCAM	ENSG00000170017	0.1	0.0	-0.3243022643796425	0.3728546027607943	0.0	0.0			18.28	5.0	-3.241018990824288	0.0005955162452664	0.73267	0.386	nmd
ENST00000358517	PLEKHG1	ENSG00000120278	14.42	7.0	-2.0465076962127573	0.0203532230203874	11.97	2.0	-3.021536139787004	0.0012574780830919	18.15	5.0	-3.236480860477354	0.0006050667065733	0.012728	0.412	nmd
ENST00000410111	IMMT	ENSG00000132305	8.67	1.0	-2.732083823247497	0.003146756337474	0.0	0.0			18.05	5.0	-3.223860791835655	0.0006323743287135	0.0133	0.472	nmd
ENST00000266682	SLC6A15	ENSG00000072041	3.77	1.0	-1.4873448084547776	0.0684618828394984	0.0	0.0			18.06	5.0	-3.21334294162019	0.0006559976575129	0.00060384	0.602	nmd
ENST00000366991	DTL	ENSG00000143476	1.8	1.0	-0.6229664820159101	0.2666532740648197	3.79	2.0	-0.9567604995399536	0.1693440769181201	18.03	5.0	-3.212032117796135	0.0006589981986284	0.0033019	0.496	nmd
