enst	hgnc	ensg	mis_n_pos	mis_prop_exp	mis_n_exp	mis_prop_obs	mis_n_obs	mis_oe	mis_oe_diff	mis_z	mis_p	non_n_pos	non_prop_exp	non_n_exp	non_prop_obs	non_n_obs	non_oe	non_oe_diff	non_z	non_p	syn_n_pos	syn_prop_exp	syn_n_exp	syn_prop_obs	syn_n_obs	syn_oe	syn_oe_diff	syn_z	syn_p
ENST00000674280	ATXN7	ENSG00000163635	5683	0.1013204426625082	575.8	0.1196551117367587	680.0	1.1809656130600903	0.2583963076470245	4.58047938734782	0.999997680443302	283	0.0871436830078862	24.66	0.0176678445229682	5.0	0.202757502027575	-0.4201584761385175	-4.143886451327228	1.707344344794365e-05	1851	0.121263917294168	224.46	0.1301998919502971	241.0	1.07368796222044	0.1963212339023957	1.17774185951518	0.8805502332495453
ENST00000643780	CERT1	ENSG00000113163	4102	0.0958455842271278	393.16	0.0568015602145295	233.0	0.5926340421202564	-0.3133751218986058	-8.494641223423768	9.927262527030917e-18	265	0.0908161570759108	24.07	0.0188679245283018	5.0	0.2077274615704196	-0.4113212485601962	-4.076013856383654	2.290714498363188e-05	1172	0.119118339095221	139.61	0.1424914675767918	167.0	1.196189384714562	0.3518768882653585	2.4702024796465745	0.9932481702602955
ENST00000269701	AKAP8	ENSG00000105127	4452	0.1019167852169315	453.73	0.1105121293800539	492.0	1.084345315496	0.1715431992263247	1.8956567464161624	0.970997275843018	239	0.0997568468441225	23.84	0.0209205020920502	5.0	0.209731543624161	-0.4094151788379555	-4.066999886766272	2.381113309690845e-05	1310	0.1317973335381578	172.65	0.1465648854961832	192.0	1.1120764552562987	0.2510620176978771	1.5800844014736797	0.9429562304917553
ENST00000389797	LRCH1	ENSG00000136141	4939	0.0980195141240289	484.12	0.0795707633124114	393.0	0.8117822027596464	-0.103617697291348	-4.360453247138135	6.489665646220093e-06	269	0.0890006649400112	23.94	0.0185873605947955	5.0	0.2088554720133667	-0.4088180682688916	-4.0557876611743255	2.498281819529949e-05	1514	0.1232942298326587	186.67	0.118229854689564	179.0	0.9589114480098572	0.093231456276054	-0.5993637840344661	0.2744651610172573
ENST00000318974	PTPN6	ENSG00000111679	3831	0.1001169764108195	383.55	0.0595144870790916	228.0	0.5944466171294486	-0.3106173276724822	-8.372628947626085	2.817340616705347e-17	223	0.1058807833040683	23.61	0.0224215246636771	5.0	0.2117746717492588	-0.4068217166095369	-4.050612204140377	2.554190349093181e-05	1134	0.1381159875182806	156.62	0.1384479717813051	157.0	1.0024262546290383	0.1478194226669791	0.0324024340845442	0.5129244393050085
ENST00000351989	DGCR8	ENSG00000128191	4990	0.0990961140991767	494.49	0.0659318637274549	329.0	0.665331958179134	-0.2510097994480065	-7.840665306418239	2.240827570117165e-15	270	0.0881905683965258	23.81	0.0185185185185185	5.0	0.2099958000839983	-0.4064672782718901	-4.037172995519242	2.7049588025736584e-05	1486	0.128659158995025	191.19	0.1292059219380888	192.0	1.0042366232543545	0.1365526244906137	0.0629497613321146	0.5250967452128581
ENST00000366812	ACBD3	ENSG00000182827	3355	0.0975581250294712	327.31	0.0769001490312965	258.0	0.7882435611499802	-0.1088411906311063	-4.032670039221911	2.7573342621029165e-05	252	0.0939981823522484	23.69	0.0198412698412698	5.0	0.2110595187842971	-0.4056282943381593	-4.033923407036526	2.742660208360356e-05	1008	0.1283631999089654	129.39	0.1458333333333333	147.0	1.1361001623000233	0.2969665598647125	1.658205844797921	0.951362037264096
ENST00000231021	CDH9	ENSG00000113100	5211	0.0979512176334395	510.42	0.0859719823450393	448.0	0.8777085537400572	-0.0398970554299907	-2.909174015682056	0.0018119254476067	284	0.0832042149174346	23.63	0.0176056338028169	5.0	0.2115954295387219	-0.4023465660390505	-4.002622646442294	3.132208748786054e-05	1495	0.1208985852558648	180.74	0.1438127090301003	215.0	1.189554055549408	0.3262439394909426	2.7176514262232714	0.9967126468663208
ENST00000256362	VRTN	ENSG00000133980	4384	0.1027165429280505	450.31	0.0775547445255474	340.0	0.7550354200439697	-0.1574747743370729	-5.487719739760491	2.035776842873329e-08	228	0.1021758434263008	23.3	0.0219298245614035	5.0	0.2145922746781116	-0.4006368467766089	-4.000563426517175	3.159592324397213e-05	1531	0.1308845742492685	200.38	0.1384715871979098	212.0	1.0579898193432478	0.1870686410947475	0.8801880321628198	0.8106212721479229
ENST00000359209	KIRREL1	ENSG00000183853	4771	0.1038112630971844	495.28	0.0785998742402012	375.0	0.7571474721369731	-0.1594804000078274	-5.709255788212754	5.673562328321711e-09	219	0.1059698402938524	23.21	0.0228310502283105	5.0	0.2154243860404997	-0.3998855416870622	-3.9972244247631776	3.204476687237744e-05	1607	0.128336989258424	206.24	0.1219663970130678	196.0	0.9503491078355314	0.0777693827591472	-0.7635500592317442	0.2225677099648703
ENST00000303924	HAS2	ENSG00000170961	3610	0.0970374666668898	350.31	0.0445983379501385	161.0	0.4595929319745368	-0.440898693902708	-10.643990491912712	9.299465778688874e-27	255	0.0919083706714758	23.44	0.0196078431372549	5.0	0.2133105802047781	-0.4008866835704748	-3.996402173962695	3.2156220025498785e-05	1046	0.1192714425191249	124.76	0.1108986615678776	116.0	0.9297851875601154	0.0944629859105733	-0.8354996964515926	0.2017182088899732
ENST00000614987	RPS6KA5	ENSG00000100784	5270	0.0961442061180828	506.68	0.0732447817836812	386.0	0.7618220573142812	-0.1553969180428556	-5.639216138102611	8.541300294646047e-09	303	0.0776147498283282	23.52	0.0165016501650165	5.0	0.2125850340136054	-0.3992549290128566	-3.975825549229837	3.506776320914005e-05	1529	0.1195630543026558	182.81	0.1131458469587966	173.0	0.9463377276954216	0.0823552868643401	-0.773396468901542	0.2196438895505899
ENST00000162391	FOXJ2	ENSG00000065970	3713	0.1016019987165578	377.25	0.0864530029625639	321.0	0.8508946322067594	-0.0534589125641377	-3.055348853087283	0.0011239943912128	204	0.1124031243113252	22.93	0.0245098039215686	5.0	0.2180549498473615	-0.3963320220536882	-3.974421112568853	3.527532036727868e-05	1176	0.1225806911334145	144.15	0.125	147.0	1.019771071800208	0.1726814600608031	0.2529766000264696	0.5998568521751041
ENST00000617190	LRRC41	ENSG00000132128	5037	0.1023651314456946	515.61	0.0720667063728409	363.0	0.7040204805957991	-0.214201620425054	-7.093819736478783	6.523002149595496e-13	228	0.1012535486137889	23.09	0.0219298245614035	5.0	0.2165439584235599	-0.396738265595444	-3.970514605020533	3.585877969381979e-05	1850	0.1241155681380238	229.61	0.1254054054054054	232.0	1.0104089543138364	0.1314611024415239	0.1682613045400176	0.5668111428524529
ENST00000673929	FUT8	ENSG00000033170	3727	0.0972876452114488	362.59	0.0748591360343439	279.0	0.7694641330428308	-0.1327414094249178	-4.620367968095432	1.915300261984669e-06	252	0.0910933031706492	22.96	0.0198412698412698	5.0	0.2177700348432055	-0.3922302884224131	-3.930924077510746	4.230999644917614e-05	1127	0.1192063791806584	134.35	0.1393078970718722	157.0	1.1685895050241906	0.327288240001338	2.0825909755708945	0.9813557387479512
ENST00000376261	GAD2	ENSG00000136750	3814	0.0988795126728421	377.13	0.0794441531200839	303.0	0.8034364807891178	-0.1007567886799469	-4.02103944423214	2.8970950437384216e-05	237	0.0961765556748921	22.79	0.0210970464135021	5.0	0.2193944712593242	-0.390321203550371	-3.920298958772409	4.421959401976321e-05	1089	0.1229437538657423	133.89	0.1276400367309458	139.0	1.038165658376279	0.1967990608474688	0.471955693478516	0.6815207930308335
ENST00000241069	ACHE	ENSG00000087085	3791	0.1054054805373606	399.59	0.0696386177789501	264.0	0.6606771941239771	-0.2465858749316325	-7.171549949580038	3.7076685755278073e-13	172	0.1290949344619815	22.2	0.0290697674418604	5.0	0.2252252252252252	-0.3866112926385153	-3.912312161955337	4.5708318964481885e-05	1332	0.1317958212272759	175.55	0.1403903903903904	187.0	1.0652235830247792	0.2030574987597273	0.9272876315421132	0.8231113928181653
ENST00000264645	CASC3	ENSG00000108349	4427	0.1041960638406396	461.28	0.095098260673142	421.0	0.9126777662157476	-0.000949998994596	-1.9813406863933023	0.0237765402777084	237	0.0956748538758867	22.67	0.0210970464135021	5.0	0.2205558006175562	-0.3880293319257034	-3.9032159234219104	4.746147395662471e-05	1507	0.1174935210599222	177.06	0.1161247511612475	175.0	0.9883655258104596	0.1267360087129386	-0.1650141403574934	0.4344664261184506
ENST00000458143	ZNF746	ENSG00000181220	4129	0.1050067760055	433.57	0.092516347783967	382.0	0.8810572687224669	-0.0298941794808316	-2.618069874776947	0.0044214347734087	186	0.1189805683697726	22.13	0.0268817204301075	5.0	0.2259376412110257	-0.382999705165731	-3.879537074587807	5.232772476249704e-05	1360	0.1321085646340603	179.67	0.1463235294117647	199.0	1.107586130127456	0.2438076906563289	1.5481643186010043	0.9392086301261368
ENST00000381151	SLC5A3	ENSG00000198743	4679	0.1002175745572176	468.92	0.069245565291729	324.0	0.6909494156785806	-0.2231950337409379	-7.055133012610743	8.62178481100588e-13	248	0.0904741680692797	22.44	0.0201612903225806	5.0	0.2228163992869875	-0.382574160597137	-3.8600319119383775	5.668610916397644e-05	1464	0.1161983806005842	170.11	0.1366120218579235	200.0	1.175709834812768	0.3169814502638092	2.437325781828826	0.9926018289050356
ENST00000263464	BIRC3	ENSG00000023445	3953	0.0945869762108374	373.9	0.0842398178598532	333.0	0.8906124632254614	-0.0129397243939292	-2.223030713826824	0.0131068644953672	274	0.081889735738707	22.44	0.0182481751824817	5.0	0.2228163992869875	-0.3807180142623407	-3.8419697905735326	6.102543048938815e-05	1154	0.1172848649294442	135.35	0.1230502599653379	142.0	1.049131880310307	0.2074149583444871	0.6086963557975187	0.728637138513134
ENST00000298573	DUSP16	ENSG00000111266	4293	0.0970976321772112	416.84	0.0836245050081528	359.0	0.8612417234430477	-0.0475396092244764	-2.981426707830075	0.0014345435692735	253	0.0881477555218907	22.3	0.0197628458498023	5.0	0.2242152466367712	-0.3794661699550374	-3.836654337005745	6.236091306366848e-05	1330	0.1246330166230441	165.76	0.1368421052631579	182.0	1.097972972972973	0.2404027512353871	1.3480234054136833	0.9111745726174904
ENST00000306085	TRIM56	ENSG00000169871	4648	0.1050598283128247	488.32	0.0886402753872633	412.0	0.8437090432503277	-0.0723848269769577	-3.650724351730517	0.0001307508866309	213	0.1033908575339393	22.02	0.0234741784037558	5.0	0.2270663033605812	-0.3774589085114589	-3.830756793157728	6.387486496210985e-05	1673	0.1348679344770475	225.63	0.1488344291691572	249.0	1.103576652040952	0.2249398388910582	1.6723987467453385	0.9527771404599888
ENST00000264167	AGPS	ENSG00000018510	4237	0.0995507041639202	421.8	0.0604201085673825	256.0	0.60692271218587	-0.3025193921096194	-8.507341973317061	8.898302332834614e-18	265	0.0841808886099843	22.31	0.0188679245283018	5.0	0.2241147467503361	-0.3787638885859025	-3.829223598103865	6.427408580021589e-05	1307	0.1185410745261864	154.93	0.1231828615149196	161.0	1.0391789840573162	0.1870138620681349	0.5191436317494574	0.698169708107262
ENST00000627217	TCF7L2	ENSG00000148737	3777	0.1014046521159372	383.01	0.0894890124437384	338.0	0.8824834860708598	-0.0225812107190548	-2.4259387490830364	0.0076344235080175	220	0.0997914035163745	21.95	0.0227272727272727	5.0	0.2277904328018223	-0.3753272376750393	-3.8136908198773503	6.845336340260741e-05	1217	0.1296927306246898	157.84	0.1709120788824979	208.0	1.3177901672579828	0.4633298052394324	4.2800839470986585	0.9999906588584258
ENST00000577390	CDH8	ENSG00000150394	5219	0.0987366606821246	515.31	0.0731940984863	382.0	0.7413013525838816	-0.1767312628276965	-6.1857595972622255	3.0902067444539886e-10	264	0.0836605994354495	22.09	0.0189393939393939	5.0	0.2263467632412856	-0.374431828850106	-3.798043153827455	7.292146813755524e-05	1589	0.11965936182068	190.14	0.1164254247954688	185.0	0.9729672872620176	0.1063311532215742	-0.3971867854857347	0.3456148630554936
ENST00000643927	PRKCB	ENSG00000166501	4430	0.0976595844063556	432.63	0.0548532731376975	243.0	0.5616808820470148	-0.3488086151079784	-9.59769683200829	4.087535320903085e-22	244	0.0898328107126672	21.92	0.0204918032786885	5.0	0.2281021897810218	-0.3725086518809965	-3.787973903853829	7.594039876442832e-05	1222	0.1342687109873936	164.08	0.1407528641571195	172.0	1.0482691370063384	0.1906385306084572	0.664828917690857	0.7469200377657624
ENST00000257336	BIVM	ENSG00000134897	3271	0.0956897623078181	313.0	0.08468358300214	277.0	0.8849840255591054	-0.009666152766543	-2.139860165335305	0.0161830345944127	249	0.0881054485538483	21.94	0.0200803212851405	5.0	0.2278942570647219	-0.3725113877513328	-3.787000328846229	7.623844922883593e-05	956	0.1203822202132731	115.09	0.1108786610878661	106.0	0.9210183334781477	0.0923686733164306	-0.9029985503882804	0.1832633321468361
ENST00000307063	PWWP2A	ENSG00000170234	4798	0.099969599907401	479.65	0.0908711963318049	436.0	0.9089961430209528	-0.0061029007705191	-2.1010324123291926	0.0178190605536188	260	0.0844610788808726	21.96	0.0192307692307692	5.0	0.2276867030965391	-0.3721184330859189	-3.782416905696104	7.765647397779839e-05	1524	0.1216918188038741	185.46	0.1404199475065616	214.0	1.153887630755958	0.288767886430202	2.2363136447784635	0.9873343833616838
ENST00000344768	FRMD6	ENSG00000139926	4083	0.0960411905794131	392.14	0.0810678422728386	331.0	0.8440862957107156	-0.0618105991397129	-3.24717375963185	0.0005827860299083	251	0.0871201968041583	21.87	0.0199203187250996	5.0	0.2286236854138088	-0.3709168100152369	-3.775192682845996	7.994201427404903e-05	1161	0.1317320144641156	152.94	0.1266149870801033	147.0	0.961161239701844	0.1088383578319704	-0.5155387216678483	0.3030883092446312
ENST00000406360	FOXO3	ENSG00000118689	4261	0.1029692601288058	438.75	0.0816709692560431	348.0	0.7931623931623931	-0.1182154754397764	-4.574493996739738	2.386861474080876e-06	187	0.1143149734383008	21.38	0.0267379679144385	5.0	0.2338634237605238	-0.3671894150073237	-3.763740597827165	8.369526138000417e-05	1354	0.1332159163691059	180.37	0.1536189069423929	208.0	1.1531851194766314	0.289052800993514	2.209376034465474	0.9864257517294056
ENST00000308775	DAG1	ENSG00000173402	5674	0.1047620685087992	594.42	0.0893549524145223	507.0	0.8529322701120421	-0.0710052237914194	-3.7896120333993935	7.54413756039869e-05	231	0.0938635848967559	21.68	0.0216450216450216	5.0	0.2306273062730627	-0.368699466129888	-3.763652115772806	8.372489505468505e-05	1967	0.1220599068989016	240.09	0.1225216065073716	241.0	1.00379024532467	0.1223102978106741	0.06255222003177	0.5249384611245536
ENST00000338779	MTSS2	ENSG00000132613	4622	0.1064080549162781	491.82	0.1207269580268282	558.0	1.134561424911553	0.2181054683552217	3.15695103559253	0.999202859425942	202	0.106338972250102	21.48	0.0247524752475247	5.0	0.2327746741154562	-0.3674531293056681	-3.761502307947858	8.444793131623565e-05	1594	0.1345601371792529	214.49	0.1869510664993726	298.0	1.3893421604736818	0.5138406749739435	6.12947957797893	0.9999999995591652
ENST00000371646	HSP90AB1	ENSG00000096384	4779	0.0959089050422594	458.35	0.0883029922577945	422.0	0.9206937929529836	0.0077412733945554	-1.7856004807389034	0.0370819845095363	287	0.0762019724204368	21.87	0.0174216027874564	5.0	0.2286236854138088	-0.3685548987659161	-3.753199410079829	8.72959292857735e-05	1355	0.1277066637833949	173.04	0.1881918819188192	255.0	1.4736477115117892	0.6128040333568027	6.670844876613304	0.9999999999872832
ENST00000646743	GRHL2	ENSG00000083307	4125	0.0965413429309776	398.23	0.0715151515151515	295.0	0.7407779423950983	-0.165867916297436	-5.44246855768356	2.6273618868196944e-08	250	0.0868278417128482	21.71	0.02	5.0	0.2303086135421464	-0.3676924402272168	-3.752507818413235	8.753718503859421e-05	1139	0.1291938236776584	147.15	0.131694468832309	150.0	1.019367991845056	0.1701418691561059	0.2516125532354015	0.5993297226694544
ENST00000682872	BANP	ENSG00000172530	3376	0.1019359240514795	344.14	0.0702014218009478	237.0	0.6886732143894927	-0.2112030828888982	-6.094184744268372	5.499828573224025e-10	163	0.1272962316061527	20.75	0.0306748466257668	5.0	0.2409638554216867	-0.3570788256304643	-3.7010577466843033	0.000107351301716	1018	0.1359791815612007	138.43	0.1699410609037328	173.0	1.249729104962797	0.404575141655606	3.161311482975773	0.9992146977653428
ENST00000419735	ATXN7L1	ENSG00000146776	5486	0.1003665195944331	550.61	0.0909588042289464	499.0	0.9062675941228818	-0.0145080782605775	-2.318915021172453	0.0101998222442239	267	0.0801826715884114	21.41	0.0187265917602996	5.0	0.2335357309668379	-0.3602052713769382	-3.697680899983925	0.0001087890790785	1803	0.1188880671532999	214.36	0.1214642262895174	219.0	1.021645829445792	0.1473057080641456	0.33797601090034	0.6323093671608983
ENST00000352967	TAF1A	ENSG00000143498	2982	0.0925757456257019	276.06	0.073775989268947	220.0	0.7969282040136202	-0.0907016736252724	-3.5420300347937976	0.0001985301305884	247	0.0859984086676006	21.24	0.020242914979757	5.0	0.2354048964218456	-0.358032075066921	-3.6860552109973055	0.0001138784804639	788	0.1266392810775603	99.79	0.1256345177664974	99.0	0.992083375087684	0.175440415975789	-0.0848097594818954	0.466206317276438
ENST00000370214	ABCD3	ENSG00000117528	4248	0.0972499564609367	413.12	0.071563088512241	304.0	0.7358636715724245	-0.1725153578279106	-5.6503446676384135	8.006322254289745e-09	270	0.0787708000282405	21.27	0.0185185185185185	5.0	0.235072872590503	-0.3570142381730671	-3.67526706527774	0.0001188003689547	1306	0.1164121464678052	152.03	0.113323124042879	148.0	0.9734920739327764	0.1229098343411776	-0.3480716343764223	0.3638931932053477
ENST00000262994	GAB1	ENSG00000109458	4524	0.0981544521557557	444.05	0.0762599469496021	345.0	0.7769395338362797	-0.1347325725052859	-4.949659783991903	3.717166105967676e-07	256	0.0826103443756479	21.15	0.01953125	5.0	0.2364066193853428	-0.3553794592265209	-3.66615900246128	0.0001231104332383	1375	0.1168120561888813	160.62	0.1207272727272727	166.0	1.0334952060764535	0.1788333044716361	0.4519982311870891	0.6743648716496292
ENST00000370068	NTNG1	ENSG00000162631	3483	0.0992941084745717	345.84	0.0706287683031869	246.0	0.7113115891741847	-0.1886651254953328	-5.656927268271812	7.705351446119839e-09	229	0.0916706938939385	20.99	0.0218340611353711	5.0	0.2382086707956169	-0.354095044600291	-3.6623859553823257	0.0001249385030011	1017	0.1291747809946799	131.37	0.1229105211406096	125.0	0.9515109994671538	0.111085776559076	-0.5956290561838498	0.275711530683052
ENST00000538922	CD19	ENSG00000177455	3534	0.1026610670829402	362.8	0.0851726089417091	301.0	0.8296582138919515	-0.0728674722354024	-3.4253397302931603	0.0003070155443849	191	0.107916680171576	20.61	0.0261780104712041	5.0	0.242600679281902	-0.349653208758344	-3.640803592543646	0.0001358942084065	1164	0.1289617610132769	150.11	0.1305841924398625	152.0	1.0125907667710343	0.1618907414184043	0.1651557703961175	0.5655893113854911
ENST00000376016	YME1L1	ENSG00000136758	4648	0.0969292668278926	450.53	0.064328743545611	299.0	0.6636627971500233	-0.2485869348814821	-7.512237038193611	2.906270892374925e-14	265	0.0791658086538958	20.98	0.0188679245283018	5.0	0.2383222116301239	-0.3510512194873414	-3.6355110194386864	0.0001387150669096	1450	0.1114151061398249	161.55	0.1144827586206896	166.0	1.0275456515010832	0.1729045132993323	0.371251876950142	0.644775031335854
ENST00000345851	TRIM3	ENSG00000110171	4697	0.1032203661290166	484.83	0.0732382371726634	344.0	0.7095270507188087	-0.2061786933071808	-6.7537842334184655	7.201895507316961e-12	200	0.1031920618709218	20.64	0.025	5.0	0.2422480620155038	-0.3491883394709661	-3.635003188991045	0.0001389885985761	1566	0.1319026364035895	206.56	0.123882503192848	194.0	0.9391944229279628	0.0662546691962747	-0.937921527289152	0.174142369625331
ENST00000350777	HINFP	ENSG00000172273	3383	0.0974166176958765	329.56	0.0691693762932308	234.0	0.7100376259254764	-0.1873914577337949	-5.540728249531509	1.5060817240186657e-08	209	0.098471418689144	20.58	0.0239234449760765	5.0	0.2429543245869776	-0.3468325044519964	-3.617130178958403	0.0001489437524269	965	0.1367244870341163	131.94	0.1481865284974093	143.0	1.0838259815067457	0.2423649375600274	1.0364008712423365	0.849992417956551
ENST00000287844	ABCF2	ENSG00000033050	4056	0.0980452449307449	397.67	0.0695266272189349	282.0	0.7091306862473911	-0.1975270721487613	-6.107617075291399	5.056481337681604e-10	235	0.0880928217353417	20.7	0.0212765957446808	5.0	0.2415458937198067	-0.3470967990100336	-3.613851435672461	0.000150840983453	1216	0.128241067415771	155.94	0.1332236842105263	162.0	1.0388611004232398	0.1854043927771123	0.5196518884101959	0.6983468871921343
ENST00000374888	ZXDB	ENSG00000198455	5093	0.1027112310291229	523.11	0.0695071666993913	354.0	0.6767219131731376	-0.2421038149656094	-7.805540860767447	2.962345204881213e-15	205	0.0999414440814364	20.49	0.024390243902439	5.0	0.2440214738897023	-0.3451754068039245	-3.6067007137029656	0.0001550574988147	1638	0.1314363783472098	215.29	0.1239316239316239	203.0	0.9429142087416972	0.0674041231166338	-0.8989485245809397	0.1843400398193807
ENST00000267199	VPS33A	ENSG00000139719	3821	0.0971388365039594	371.17	0.0753729390211986	288.0	0.775924778403427	-0.1274092523988059	-4.543161374386417	2.770839740498716e-06	235	0.0875327260343711	20.57	0.0212765957446808	5.0	0.2430724355858045	-0.3441295671973787	-3.5939011088839314	0.0001628817604435	1176	0.1277394514177446	150.22	0.1335034013605442	157.0	1.0451338037544935	0.1944837332450161	0.5921588480453269	0.7231278883616599
ENST00000342480	PODXL2	ENSG00000114631	3852	0.1015023322609529	390.99	0.0906022845275181	349.0	0.8926059490012532	-0.0134378565141521	-2.240139434721326	0.0125409360546185	194	0.1047413151362833	20.32	0.0257731958762886	5.0	0.2460629921259842	-0.3425387141417696	-3.591859803428224	0.0001641632374958	1270	0.1270076763164397	161.3	0.1291338582677165	164.0	1.0167389956602604	0.1609294325748917	0.2275527508549134	0.5900030221985205
ENST00000381312	ADARB2	ENSG00000185736	4501	0.1067762918018925	480.6	0.1030882026216396	464.0	0.9654598418643362	0.0499558687346376	-0.8011952806487225	0.2115093014583635	179	0.1127526516857755	20.18	0.0279329608938547	5.0	0.2477700693756194	-0.341287913436746	-3.587876315437838	0.000166691180874	1547	0.1391015734930377	215.19	0.1764705882352941	273.0	1.2686463125609926	0.392615247445066	4.247318468097796	0.9999891827834124
ENST00000177694	TBX21	ENSG00000073861	3348	0.1058851917242736	354.5	0.0893070489844683	299.0	0.843441466854725	-0.0581269666995332	-3.1175565630344217	0.0009117847520331	178	0.1123002283404737	19.99	0.0280898876404494	5.0	0.2501250625312656	-0.3368456726509902	-3.5583777651760538	0.0001865761878284	1067	0.1334989610691028	142.44	0.1415182755388941	151.0	1.0600954787980903	0.2129616831526937	0.770186615612311	0.7794053988923557
ENST00000258796	TTYH3	ENSG00000136295	3251	0.1040679697728343	338.32	0.110735158412796	360.0	1.0640813431071174	0.16494125787249	1.2449593040739475	0.8934266451105362	156	0.1259281444667907	19.64	0.032051282051282	5.0	0.2545824847250509	-0.3319913510900433	-3.534157458653605	0.0002045386487445	1076	0.1407599772902225	151.46	0.1542750929368029	166.0	1.095998943615476	0.2436238415184085	1.2747618532275449	0.8988032267590287
ENST00000324989	CRMP1	ENSG00000072832	4314	0.1052284727085253	453.96	0.0878535002318034	379.0	0.8348753194114019	-0.0781090112826926	-3.719131071197562	9.995465113046744e-05	194	0.1023633238448806	19.86	0.0257731958762886	5.0	0.2517623363544813	-0.3315359074537657	-3.519258562442729	0.0002163773622203	1363	0.1321062969118191	180.06	0.1540719002201027	210.0	1.166277907364212	0.3023508172974314	2.394947710817017	0.9916886321757276
ENST00000336890	LCK	ENSG00000182866	3248	0.100386121142221	326.05	0.0621921182266009	202.0	0.6195368808464959	-0.2775119418557642	-7.243330085926063	2.188998182092609e-13	177	0.1108628684594687	19.62	0.0282485875706214	5.0	0.254841997961264	-0.3279498594948867	-3.5007760629661333	0.0002319527413395	1002	0.1344911717414788	134.76	0.1357285429141716	136.0	1.0092015434847137	0.1662751055394807	0.1148024654797211	0.5456991525952791
ENST00000306107	ALCAM	ENSG00000170017	3812	0.0968953836589252	369.37	0.0847324239244491	323.0	0.8744619216503776	-0.0286234950389767	-2.538605055244153	0.0055647691428683	244	0.0818894222987327	19.98	0.0204918032786885	5.0	0.2502502502502503	-0.3296167744452272	-3.497720026942915	0.0002346267302739	1132	0.1180673699724452	133.65	0.1289752650176678	146.0	1.0924055368499812	0.2516182116201937	1.1373169556604186	0.8722970954561864
ENST00000268184	CRTC3	ENSG00000140577	3926	0.0995807548933011	390.95	0.0914416709118695	359.0	0.918275994372682	0.0123365675088567	-1.703101713126995	0.0442745177057739	174	0.1116448096285563	19.43	0.028735632183908	5.0	0.2573340195573855	-0.3235371647739244	-3.4726789919334795	0.0002576456395076	1338	0.1257052118595182	168.19	0.14050822122571	188.0	1.1177834591830669	0.2590932771287175	1.6333245269852887	0.948799619514637
ENST00000392607	ADGRA1	ENSG00000197177	3464	0.1070871374097836	370.95	0.0958429561200923	332.0	0.8949993260547244	-0.0088405456266255	-2.1401469104049413	0.0161714480151301	153	0.125602637788927	19.22	0.0326797385620915	5.0	0.2601456815816858	-0.3217762220240701	-3.468284119803471	0.0002618965914976	1154	0.1381646813791428	159.44	0.1412478336221837	163.0	1.0223281485198197	0.1664264330393938	0.3035199282484095	0.6192531686104261
ENST00000377524	STAM	ENSG00000136738	3549	0.097913040979742	347.49	0.0935474781628627	332.0	0.9554231776454	0.0552848935220604	-0.8750820381056705	0.1907646347768731	212	0.0926327588956589	19.64	0.0235849056603773	5.0	0.2545824847250509	-0.3241195040630857	-3.467721919281647	0.0002624450726987	1044	0.1150496633929404	120.11	0.1360153256704981	142.0	1.1822496045291817	0.3504839314277299	2.1230328274210546	0.98312444944602
ENST00000270223	DMWD	ENSG00000185800	4108	0.1081640550726662	444.34	0.0861733203505355	354.0	0.7966872214970518	-0.1155048201383796	-4.538067909874606	2.83859897925157e-06	179	0.1084486202970121	19.41	0.0279329608938547	5.0	0.2575991756826378	-0.3223684665679839	-3.46434923256006	0.0002657579938803	1446	0.1355724580626902	196.04	0.1791147994467496	259.0	1.3211589471536422	0.4513084481213819	4.836663706791399	0.99999933981733
ENST00000370185	PLPPR4	ENSG00000117600	4640	0.0991695848897508	460.15	0.0730603448275862	339.0	0.7367162881669022	-0.1765632916275308	-5.95034920231479	1.3378549794002655e-09	242	0.0810066092612578	19.6	0.0206611570247933	5.0	0.2551020408163265	-0.3205360691490552	-3.4406128598680343	0.000290199162951	1444	0.1205849181577873	174.12	0.121191135734072	175.0	1.0050539857569492	0.1443423867030967	0.0707405886377364	0.5281978916624414
ENST00000382199	IGF2BP2	ENSG00000073792	3847	0.099636811176583	383.3	0.0725240447101637	279.0	0.7278893816853639	-0.1771188541577389	-5.6145654816146005	9.852839806338072e-09	205	0.0946311552348069	19.4	0.024390243902439	5.0	0.2577319587628866	-0.3188524338562818	-3.4358739632610478	0.0002953228398123	1197	0.1239777446342637	148.4	0.1236424394319131	148.0	0.9973045822102424	0.1478913181643114	-0.0352012374962557	0.4859596377324351
ENST00000328041	SLC24A3	ENSG00000185052	4160	0.101324671557115	421.51	0.0771634615384615	321.0	0.7615477687362103	-0.1479529285754651	-5.164239008867053	1.2070953082550456e-07	183	0.1048783871618568	19.19	0.0273224043715847	5.0	0.2605523710265763	-0.3161746275287008	-3.424181911525006	0.0003083266383382	1275	0.1294974028799163	165.11	0.1498039215686274	191.0	1.156804554539398	0.2991185150381165	2.1596083733995477	0.9845985001687204
